,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
102,1,2015-01-26 12:41:10,2015-01-26 13:05:04,1,1.1,-73.9823913574,40.7574081421,1,N,-73.9686203003,40.7615203857,1,14.5,0.0,0.5,3.05,0.0,0.3,18.35
103,1,2015-01-26 12:41:10,2015-01-26 13:00:55,1,2.9,-73.9730758667,40.7803611755,1,N,-73.9862594604,40.7466430664,2,14.0,0.0,0.5,0.0,0.0,0.3,14.8
104,1,2015-01-26 12:41:11,2015-01-26 12:44:41,1,0.3,-73.9718170166,40.7569007874,1,N,-73.9745483398,40.7517356873,2,4.0,0.0,0.5,0.0,0.0,0.3,4.8
105,1,2015-01-26 12:41:12,2015-01-26 12:59:47,1,3.5,-73.9734725952,40.7439231873,1,N,-73.9820175171,40.7797355652,1,15.0,0.0,0.5,3.15,0.0,0.3,18.95
106,1,2015-01-26 12:41:12,2015-01-26 12:49:49,1,1.2,-74.0126800537,40.7068367004,1,N,-74.0160446167,40.7148590088,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8
107,1,2015-01-26 12:41:13,2015-01-26 12:51:16,1,1.3,-73.9763946533,40.7484016418,1,N,-73.9940490723,40.7461624146,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8
108,1,2015-01-26 12:41:14,2015-01-26 12:52:40,1,1.9,-73.9892501831,40.741985321,1,N,-74.0025863647,40.7607688904,1,10.0,0.0,0.5,2.7,0.0,0.3,13.5
109,1,2015-01-26 12:41:14,2015-01-26 12:48:18,1,1.0,-73.9873504639,40.7494468689,1,N,-74.0040740967,40.7558326721,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76
110,1,2015-01-26 12:41:15,2015-01-26 12:59:22,1,8.1,-73.8638458252,40.7697944641,1,N,-73.962272644,40.7116546631,1,24.5,0.0,0.5,5.05,0.0,0.3,30.35
111,1,2015-01-26 12:41:15,2015-01-26 12:46:18,1,1.0,-73.9692840576,40.7611351013,1,N,-73.9725341797,40.749546051,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3
